title,price,description,bookURL,ImageURL,text
Pemrograman Android Dengan Android Studio Ide,137500,"Di era digital saat ini hampir semua kegiatan manusia telah didukung dan dibantu oleh teknologi pintar hingga Artificial Intelligence. Android merupakan salah satu sistem operasi mobile yang paling banyak digunakan di dunia saat ini. Berbagai perangkat digital, mulai dari smartphone, televisi, hingga kacamata digital dapat menggunakan android sebagai pusat operasinya untuk menghasilkan berbagai fitur pintar.",https://www.gramedia.com/products/pemrograman-android-dengan-android-studio-ide,https://cdn.gramedia.com/uploads/items/9789792960945_Pemrograman-A.jpg,"Pemrograman Android Dengan Android Studio Ide. Di era digital saat ini hampir semua kegiatan manusia telah didukung dan dibantu oleh teknologi pintar hingga Artificial Intelligence. Android merupakan salah satu sistem operasi mobile yang paling banyak digunakan di dunia saat ini. Berbagai perangkat digital, mulai dari smartphone, televisi, hingga kacamata digital dapat menggunakan android sebagai pusat operasinya untuk menghasilkan berbagai fitur pintar."
Mengupas Rahasia Tersembunyi Ms Office,34000,Mengupas Rahasia Tersembunyi Ms Office berisi penjelasan lengkap tentang apa yang dapat dilakukan di MS. Office. Buku ini membahas semua hal yang Anda butuhkan di kehidupan sehari-hari terkait penggunaan MS Office. Buku ini cocok untuk pemula yang ingin mempelajari MS Office lebih dalam.,https://www.gramedia.com/products/mengupas-rahasia-tersembunyi-ms-office,https://cdn.gramedia.com/uploads/items/9786230016189_Cov_Mengupas_Rahasia_Tersembunyi_MS_Office.jpg,Mengupas Rahasia Tersembunyi Ms Office. Mengupas Rahasia Tersembunyi Ms Office berisi penjelasan lengkap tentang apa yang dapat dilakukan di MS. Office. Buku ini membahas semua hal yang Anda butuhkan di kehidupan sehari-hari terkait penggunaan MS Office. Buku ini cocok untuk pemula yang ingin mempelajari MS Office lebih dalam.
Solusi Cepat Bisa Microsoft Office 2016,65000,Microsoft Office 2016 (dengan nama kode Office 16) adalah versi paket aplikasi Office Microsoft Office yang menggantikan Office 2013 dan Office untuk Mac 2011. Dirilis untuk OS X pada 9 Juli 2015 untuk pelanggan Office 365. Tanggal rilis resmi untuk Microsoft Office 2016 adalah 22 September 2015. Rilis pratinjau versi Windows diumumkan pada konferensi Ignite di Chicago pada Mei 2015 dan sekarang tersedia dalam versi beta untuk diunduh pengguna Office 365 sebagai uji coba atau uji coba beta.,https://www.gramedia.com/products/solusi-cepat-bisa-microsoft-office-2016,https://cdn.gramedia.com/uploads/items/9786020498119_Solusi_Cepat_.jpg,Solusi Cepat Bisa Microsoft Office 2016. Microsoft Office 2016 (dengan nama kode Office 16) adalah versi paket aplikasi Office Microsoft Office yang menggantikan Office 2013 dan Office untuk Mac 2011. Dirilis untuk OS X pada 9 Juli 2015 untuk pelanggan Office 365. Tanggal rilis resmi untuk Microsoft Office 2016 adalah 22 September 2015. Rilis pratinjau versi Windows diumumkan pada konferensi Ignite di Chicago pada Mei 2015 dan sekarang tersedia dalam versi beta untuk diunduh pengguna Office 365 sebagai uji coba atau uji coba beta.
Belajar Sendiri MS Office 2019 dan 365,99000,"Sebagaimana yang kita tahu, saat ini hampir semua pekerjaan membutuhkan komputer untuk kegiatan administrasinya. Dan salah satu aplikasi wajib yang banyak dipakai adalah Microsoft Office. Karena memang faktanya, aplikasi ini memiliki fungsi yang beragam.",https://www.gramedia.com/products/belajar-sendiri-ms-office-2019-dan-365,https://cdn.gramedia.com/uploads/items/9786020488028_Belajar_Sendi_inu2nJB.jpg,"Belajar Sendiri MS Office 2019 dan 365. Sebagaimana yang kita tahu, saat ini hampir semua pekerjaan membutuhkan komputer untuk kegiatan administrasinya. Dan salah satu aplikasi wajib yang banyak dipakai adalah Microsoft Office. Karena memang faktanya, aplikasi ini memiliki fungsi yang beragam."
Pengolahan Citra Digital Teori dan Aplikasi Nyata,150000,Buku “Pengolahan Citra Digital Teori dan Aplikasi Nyata” yang ditulis oleh Priyanto Hidayatullah ini memadukan antara teori fundamental yang mudah dipahami dengan aplikasi nyata pengolahan citra digital.,https://www.gramedia.com/products/pengelolaan-citra-digital-teori-dan-aplikasi-nyata,https://cdn.gramedia.com/uploads/items/9786026232427C_9786026232427.jpg,Pengolahan Citra Digital Teori dan Aplikasi Nyata. Buku “Pengolahan Citra Digital Teori dan Aplikasi Nyata” yang ditulis oleh Priyanto Hidayatullah ini memadukan antara teori fundamental yang mudah dipahami dengan aplikasi nyata pengolahan citra digital.
3D Modeling Kreatif Dengan Autocad,78375,"3D Modeling Kreatif Dengan Autocad merupakan buku penunjang pendidikan bagi para akademisi yang sedang menempuh studi dibidang DKV, dituliskan oleh Suparno Sastra M. 3D Modelling adalah proses untuk menciptakan objek 3D yang ingin dituangkan dalam bentuk visual nyata, baik secara bentuk, tekstur, dan ukuran objeknya. Pengertian lainnya adalah sebuah teknik dalam komputer grafis untuk memproduksi representasi digital dari suatu objek dalam tiga dimensi (baik benda mati maupun hidup).",https://www.gramedia.com/products/3d-modeling-kreatif-dengan-autocad,https://cdn.gramedia.com/uploads/items/9786230005220_3D_Modeling_K.jpg,"3D Modeling Kreatif Dengan Autocad. 3D Modeling Kreatif Dengan Autocad merupakan buku penunjang pendidikan bagi para akademisi yang sedang menempuh studi dibidang DKV, dituliskan oleh Suparno Sastra M. 3D Modelling adalah proses untuk menciptakan objek 3D yang ingin dituangkan dalam bentuk visual nyata, baik secara bentuk, tekstur, dan ukuran objeknya. Pengertian lainnya adalah sebuah teknik dalam komputer grafis untuk memproduksi representasi digital dari suatu objek dalam tiga dimensi (baik benda mati maupun hidup)."
"Dasar Pemrograman 2 : Implementasi Menggunakan Java, C++, Matlab & Pascal",76000,"Di era digital saat ini hampir semua kegiatan manusia telah didukung dan dibantu oleh teknologi pintar hingga Artificial Intelligence. Untuk bisa menghasilkan teknologi pintar tersebut dibutuhkan kemampuan pemrograman komputasi yang memadai. Perangkat lunak pemrograman yang sering digunakan untuk mengoptimalisasikan teknologi komputasi umumnya adalah Java, C++, Matlab, hingga Pascal.",https://www.gramedia.com/products/dasar-pemrograman-2-implementasi-menggunakan-java-c-matlab-pascal,https://cdn.gramedia.com/uploads/items/Dasar_Pemrograman_2_Implementasi_Menggunakan_Java_C_1.jpg,"Dasar Pemrograman 2 : Implementasi Menggunakan Java, C++, Matlab & Pascal. Di era digital saat ini hampir semua kegiatan manusia telah didukung dan dibantu oleh teknologi pintar hingga Artificial Intelligence. Untuk bisa menghasilkan teknologi pintar tersebut dibutuhkan kemampuan pemrograman komputasi yang memadai. Perangkat lunak pemrograman yang sering digunakan untuk mengoptimalisasikan teknologi komputasi umumnya adalah Java, C++, Matlab, hingga Pascal."
Modul Pemrograman Web Edisi Keempat,170000,"Walaupun kini sudah mulai banyak bermunculan bahasa pemrograman baru yang menawarkan kemudahan dalam proses pengembangan aplikasi web, namun pada kenyataannya PHP masih menjadi yang terpopuler. untuk menyimpan dan mengelola data yang diperlukan aplikasi, PHP sering dipasangkan dengan MariaDB, yaitu server database yg saat ini banyak digunakan untuk menggantikan posisi Mysql. Buku ini akan membahas tentang teknik-teknik pemrograman web menggunakan kedua software tersebut.⁣⁣⁣",https://www.gramedia.com/products/modul-pemrograman-web-cd-edisi-keempat,https://cdn.gramedia.com/uploads/items/9786028759458_Modul_Pemrograman_WebCD_Edisi_Keempat.jpg,"Modul Pemrograman Web Edisi Keempat. Walaupun kini sudah mulai banyak bermunculan bahasa pemrograman baru yang menawarkan kemudahan dalam proses pengembangan aplikasi web, namun pada kenyataannya PHP masih menjadi yang terpopuler. untuk menyimpan dan mengelola data yang diperlukan aplikasi, PHP sering dipasangkan dengan MariaDB, yaitu server database yg saat ini banyak digunakan untuk menggantikan posisi Mysql. Buku ini akan membahas tentang teknik-teknik pemrograman web menggunakan kedua software tersebut.⁣⁣⁣"
Dasar Pemrograman Python 3,149000,"Di era digital ini tampaknya memang dunia tidak dapat lepas dari teknologi. Salah satu bidang teknologi yang sekarang marak digeluti oleh banyak kalangan masyarakat adalah pemrograman. Pemrograman merupakan sebuah proses dalam merancang sebuah program di komputer, handphone, dan perangkat digital lainnya. Output dari pemrograman ini dapat berupa website, software, aplikasi berbasis android, windows, maupun iOS.",https://www.gramedia.com/products/dasar-pemrograman-python-3-cd,https://cdn.gramedia.com/uploads/items/Dasar_Pemrograman_Python_3_1.jpg,"Dasar Pemrograman Python 3. Di era digital ini tampaknya memang dunia tidak dapat lepas dari teknologi. Salah satu bidang teknologi yang sekarang marak digeluti oleh banyak kalangan masyarakat adalah pemrograman. Pemrograman merupakan sebuah proses dalam merancang sebuah program di komputer, handphone, dan perangkat digital lainnya. Output dari pemrograman ini dapat berupa website, software, aplikasi berbasis android, windows, maupun iOS."
Network Security Dan Cyber Security,110500,"Cybersecurity adalah kegiatan yang menjamin kerahasiaan, keutuhan dan ketersediaan informasi sehingga tetap aman. Keamanan siber juga merupakan upaya, aktivitas, atau tindakan multi pihak untuk melindungi akses jaringan, sistem, program, dan data dari berbagai ancaman siber atau akses ilegal. Meningkatnya ancaman pencurian data berarti Anda membutuhkan sistem yang aman lebih dari sebelumnya. Termasuk keamanan jaringan, di mana lalu lintas data berlangsung setiap hari. Keamanan siber adalah tentang melindungi jaringan internal Anda dengan meningkatkan keamanan jaringan. Keamanan siber sangat penting, terutama bagi perusahaan yang menggunakan sistem jaringan dalam bisnisnya.",https://www.gramedia.com/products/network-security-dan-cyber-security-dvd,https://cdn.gramedia.com/uploads/items/NETWORK_SECURITY_DAN_CYBER_SECURITY_DVD.png,"Network Security Dan Cyber Security. Cybersecurity adalah kegiatan yang menjamin kerahasiaan, keutuhan dan ketersediaan informasi sehingga tetap aman. Keamanan siber juga merupakan upaya, aktivitas, atau tindakan multi pihak untuk melindungi akses jaringan, sistem, program, dan data dari berbagai ancaman siber atau akses ilegal. Meningkatnya ancaman pencurian data berarti Anda membutuhkan sistem yang aman lebih dari sebelumnya. Termasuk keamanan jaringan, di mana lalu lintas data berlangsung setiap hari. Keamanan siber adalah tentang melindungi jaringan internal Anda dengan meningkatkan keamanan jaringan. Keamanan siber sangat penting, terutama bagi perusahaan yang menggunakan sistem jaringan dalam bisnisnya."
Kalkulus Thomas Edisi Ketiga Belas Jilid 2,110500,"Kalkulus Thomas Edisi ke tiga belas Jilid 2 ini merupakan buku karya George B. Thomas, Jr yang ditujukan bagi mahasiswa jurusan matematika, teknik, dan sains dirancang untuk kuliah kalkulus tiga atau empat semester. Kalkulus Thomas Edisi ke-13 ini mengukuhkan dominasi yang telah dirintis edisi-edisi sebelumnya yang terkenal melalui penjelasan yang terperinci, pemilihan contoh soal yang cermat, dan ilustrasi yang bagus, serta soal-soal latihan yang ekstensif. Soal-soal dalam buku ini selalu dikembangkan, dimutakhirkan, dan disempurnakan pada setiap pergantian edisi demi meningkatkan kompetensi teknis penggunanya. Hass dan Weir sebagai penulis pendamping ikut menyempurnakan buku ini agar tetap sesuai dengan kebutuhan mahasiswa saat ini. Jilid 2 : Memberikan pengenalan modern untuk kalkulus yang berfokus pada pemahaman konseptual dalam mengembangkan unsur-unsur esensial dari perkuliahan tradisional. Materi ini mendukung tiga semester atau empat kaurtal perkuliahan kalkulus yang biasanya diambil dalam bidang matematika, teknik, dan ilmu-ilmu alam. Penjelasan yang terperinci, contoh yang pilih secara cermat, angka-angka yang superior, dan materi latihan yang telah teruji waktu adalah dasar dari teks ini.",https://www.gramedia.com/products/kalkulus-ed13-jl2,https://cdn.gramedia.com/uploads/items/WhatsApp_Image_2019-10-17_at_18.05.51_1.jpeg,"Kalkulus Thomas Edisi Ketiga Belas Jilid 2. Kalkulus Thomas Edisi ke tiga belas Jilid 2 ini merupakan buku karya George B. Thomas, Jr yang ditujukan bagi mahasiswa jurusan matematika, teknik, dan sains dirancang untuk kuliah kalkulus tiga atau empat semester. Kalkulus Thomas Edisi ke-13 ini mengukuhkan dominasi yang telah dirintis edisi-edisi sebelumnya yang terkenal melalui penjelasan yang terperinci, pemilihan contoh soal yang cermat, dan ilustrasi yang bagus, serta soal-soal latihan yang ekstensif. Soal-soal dalam buku ini selalu dikembangkan, dimutakhirkan, dan disempurnakan pada setiap pergantian edisi demi meningkatkan kompetensi teknis penggunanya. Hass dan Weir sebagai penulis pendamping ikut menyempurnakan buku ini agar tetap sesuai dengan kebutuhan mahasiswa saat ini. Jilid 2 : Memberikan pengenalan modern untuk kalkulus yang berfokus pada pemahaman konseptual dalam mengembangkan unsur-unsur esensial dari perkuliahan tradisional. Materi ini mendukung tiga semester atau empat kaurtal perkuliahan kalkulus yang biasanya diambil dalam bidang matematika, teknik, dan ilmu-ilmu alam. Penjelasan yang terperinci, contoh yang pilih secara cermat, angka-angka yang superior, dan materi latihan yang telah teruji waktu adalah dasar dari teks ini."
Microsoft Excel Untuk Administrasi Perkantoran Modern,82500,"Sebagai calon pegawai di kantor, Anda perlu memiliki kemampuan mengolah data dengan menggunakan perangkat lunak Microsoft Excel. Pokok bahasan yang disajikan dalam buku Microsoft Excel untuk Administrasi Perkantoran Modern-Microsoft Office 2019 ini membahas mengenai pemanfaatan Microsoft Excel untuk Administrasi Perkantoran. Buku ini bermanfaat bagi Anda dalam mempelajari serba-serbi Microsoft Excel yang dapat Anda implementasikan di kehidupan kerja.",https://www.gramedia.com/products/microsoft-excel-untuk-administrasi-perkantoran-modern,https://www.gramedia.com/assets/default-images/product.png,"Microsoft Excel Untuk Administrasi Perkantoran Modern. Sebagai calon pegawai di kantor, Anda perlu memiliki kemampuan mengolah data dengan menggunakan perangkat lunak Microsoft Excel. Pokok bahasan yang disajikan dalam buku Microsoft Excel untuk Administrasi Perkantoran Modern-Microsoft Office 2019 ini membahas mengenai pemanfaatan Microsoft Excel untuk Administrasi Perkantoran. Buku ini bermanfaat bagi Anda dalam mempelajari serba-serbi Microsoft Excel yang dapat Anda implementasikan di kehidupan kerja."
Pemrograman Matlab Untuk Mahasiswa,82500,"Sebagai calon pegawai di kantor, Anda perlu memiliki kemampuan mengolah data dengan menggunakan perangkat lunak Microsoft Excel. Pokok bahasan yang disajikan dalam buku Microsoft Excel untuk Administrasi Perkantoran Modern-Microsoft Office 2019 ini membahas mengenai pemanfaatan Microsoft Excel untuk Administrasi Perkantoran. Buku ini bermanfaat bagi Anda dalam mempelajari serba-serbi Microsoft Excel yang dapat Anda implementasikan di kehidupan kerja.",https://www.gramedia.com/products/pemrograman-matlab-untuk-mahasiswa,https://cdn.gramedia.com/uploads/items/Pemrograman_Matlab_Untuk_Mahasiswa_1.jpg,"Pemrograman Matlab Untuk Mahasiswa. Sebagai calon pegawai di kantor, Anda perlu memiliki kemampuan mengolah data dengan menggunakan perangkat lunak Microsoft Excel. Pokok bahasan yang disajikan dalam buku Microsoft Excel untuk Administrasi Perkantoran Modern-Microsoft Office 2019 ini membahas mengenai pemanfaatan Microsoft Excel untuk Administrasi Perkantoran. Buku ini bermanfaat bagi Anda dalam mempelajari serba-serbi Microsoft Excel yang dapat Anda implementasikan di kehidupan kerja."
Kreatif Membuat Desain Periklanan Dengan CorelDraw Dan Adobe Photoshop,99000,"Di zaman yang serba digital ini, banyak aspek pekerjaan yang dibantu dengan teknologi komputasi. Salah satunya bidang ilustrasi dan digital grafis, saat ini dalam menghasilkan berbagai macam karya ilustrasi untuk bermacam fungsi sudah menggunakan produk digital seperti CorelDraw hingga Adobe Photoshop.",https://www.gramedia.com/products/kreatif-membuat-desain-periklanan-dengan-coreldraw-dan-adobe-photoshop,https://cdn.gramedia.com/uploads/items/9789792965193_Kreatif-Membu.jpg,"Kreatif Membuat Desain Periklanan Dengan CorelDraw Dan Adobe Photoshop. Di zaman yang serba digital ini, banyak aspek pekerjaan yang dibantu dengan teknologi komputasi. Salah satunya bidang ilustrasi dan digital grafis, saat ini dalam menghasilkan berbagai macam karya ilustrasi untuk bermacam fungsi sudah menggunakan produk digital seperti CorelDraw hingga Adobe Photoshop."
Arduino & Sensor : Tuntunan Praktis Mempelajari Pengunaan Sensor Untuk Aneka Proyek Elektronika Berbasis Arduino +CD,147500,"Di era digital saat ini hampir semua kegiatan manusia telah didukung dan dibantu oleh teknologi pintar hingga Artificial Intelligence. Arduino merupakan salah satu sistem operasi programming yang memadukan perangkat keras dan lunak serta yang sering digunakan oleh berbagai kalangan programmer. Sistem Programming dalam Arduino bisa diterapkan diberbagai jenis teknologi, mulai dari mesin, robot, hingga teknologi simple command lainnya. (Microcontroller, gerakan dan waktu)",https://www.gramedia.com/products/arduino-sensor-tuntunan-praktis-mempelajari-pengunaan-sensor-untuk-aneka-proyek-elektronika-berbasis-arduino,https://cdn.gramedia.com/uploads/items/9789792966701_Arduino--Sen.jpg,"Arduino & Sensor : Tuntunan Praktis Mempelajari Pengunaan Sensor Untuk Aneka Proyek Elektronika Berbasis Arduino +CD. Di era digital saat ini hampir semua kegiatan manusia telah didukung dan dibantu oleh teknologi pintar hingga Artificial Intelligence. Arduino merupakan salah satu sistem operasi programming yang memadukan perangkat keras dan lunak serta yang sering digunakan oleh berbagai kalangan programmer. Sistem Programming dalam Arduino bisa diterapkan diberbagai jenis teknologi, mulai dari mesin, robot, hingga teknologi simple command lainnya. (Microcontroller, gerakan dan waktu)"
AutoCAD untuk Teknik (Edisi Revisi),110000,"Di era digital saat ini hampir semua kegiatan manusia telah didukung dan dibantu oleh teknologi pintar hingga Artificial Intelligence. Arduino merupakan salah satu sistem operasi programming yang memadukan perangkat keras dan lunak serta yang sering digunakan oleh berbagai kalangan programmer. Sistem Programming dalam Arduino bisa diterapkan diberbagai jenis teknologi, mulai dari mesin, robot, hingga teknologi simple command lainnya. (Microcontroller, gerakan dan waktu)",https://www.gramedia.com/products/autocad-untuk-teknik-edisi-revisi,https://cdn.gramedia.com/uploads/items/9786028759250C_9786028759250.jpg,"AutoCAD untuk Teknik (Edisi Revisi). Di era digital saat ini hampir semua kegiatan manusia telah didukung dan dibantu oleh teknologi pintar hingga Artificial Intelligence. Arduino merupakan salah satu sistem operasi programming yang memadukan perangkat keras dan lunak serta yang sering digunakan oleh berbagai kalangan programmer. Sistem Programming dalam Arduino bisa diterapkan diberbagai jenis teknologi, mulai dari mesin, robot, hingga teknologi simple command lainnya. (Microcontroller, gerakan dan waktu)"
Bekerja dengan Microsoft Word 2016,67500,"Pada tanggal 22 September 2016, Microsoft meluncurkan Microsoft Office terbaru, yaitu Microsoft Office 2016. Di mana salah satu program aplikasi di dalamnya adalah Microsoft Word 2016 untuk pengolahan kata. Fitur-fitur baru pada Microsoft Word 2016 meliputi fitur untuk membuat tulisan yang baik, bekerja sama dengan orang lain di mana saja, bekerja sesuai dengan keinginan kita, dan aplikasi seluler Word. Fitur-fitur ini akan meningkatkan produktivitas kita dalam bekerja dengan dokumen.",https://www.gramedia.com/products/bekerja-dengan-microsoft-word-2016,https://cdn.gramedia.com/uploads/items/9786020499642_Bekerja_denga.jpg,"Bekerja dengan Microsoft Word 2016. Pada tanggal 22 September 2016, Microsoft meluncurkan Microsoft Office terbaru, yaitu Microsoft Office 2016. Di mana salah satu program aplikasi di dalamnya adalah Microsoft Word 2016 untuk pengolahan kata. Fitur-fitur baru pada Microsoft Word 2016 meliputi fitur untuk membuat tulisan yang baik, bekerja sama dengan orang lain di mana saja, bekerja sesuai dengan keinginan kita, dan aplikasi seluler Word. Fitur-fitur ini akan meningkatkan produktivitas kita dalam bekerja dengan dokumen."
CorelDraw dari Awal Sampai Bisa,79000,"Desain grafis merupakan salah satu pekerjaan kreatif yang banyak dibutuhkan oleh berbagai instansi maupun perusahaan. Saat ini, berbagai informasi dikemas dengan tampilan visual yang menarik, baik informasi berupa edukasi hingga promosi produk. Selain itu, ilustrasi visual yang dibuat juga memudahkan masyarakat untuk memahami informasi di dalamnya.",https://www.gramedia.com/products/coreldraw-dari-awal-sampai-bisa,https://cdn.gramedia.com/uploads/items/9786230014468_Cov_CorelDraw_dari_Awal_Sampai_Bisa.jpg,"CorelDraw dari Awal Sampai Bisa. Desain grafis merupakan salah satu pekerjaan kreatif yang banyak dibutuhkan oleh berbagai instansi maupun perusahaan. Saat ini, berbagai informasi dikemas dengan tampilan visual yang menarik, baik informasi berupa edukasi hingga promosi produk. Selain itu, ilustrasi visual yang dibuat juga memudahkan masyarakat untuk memahami informasi di dalamnya."
Belajar Membuat Whiteboard Animation untuk Pemula,45000,"Salah satu jenis video yang populer di internet adalah video whiteboard animation. Kita bisa gunakan video whiteboard animation untuk berbagai keperluan, mulai dari video promosi, video edukasi, video tutorial, video konten YouTube, video profil bisnis, dan banyak lagi. Lantas, bagaimana cara membuat whiteboard animation dengan mudah, cepat, dan praktis? Temukan jawaban dan panduan lengkapnya dalam buku ini. Buku ini akan memandumu membuat whiteboard animation dengan mudah dan praktis. Usai mempraktikkan isi buku ini, dijamin kamu bisa membuat video whiteboard animation. Terdapat beberapa pembahasan menarik dalam buku ini, yaitu:",https://www.gramedia.com/products/belajar-membuat-whiteboard-animation-untuk-pemula,https://cdn.gramedia.com/uploads/items/9786020498058_Belajar_Membu.jpg,"Belajar Membuat Whiteboard Animation untuk Pemula. Salah satu jenis video yang populer di internet adalah video whiteboard animation. Kita bisa gunakan video whiteboard animation untuk berbagai keperluan, mulai dari video promosi, video edukasi, video tutorial, video konten YouTube, video profil bisnis, dan banyak lagi. Lantas, bagaimana cara membuat whiteboard animation dengan mudah, cepat, dan praktis? Temukan jawaban dan panduan lengkapnya dalam buku ini. Buku ini akan memandumu membuat whiteboard animation dengan mudah dan praktis. Usai mempraktikkan isi buku ini, dijamin kamu bisa membuat video whiteboard animation. Terdapat beberapa pembahasan menarik dalam buku ini, yaitu:"
Big Data Analytics Ecosystem & Solutions Dengan Apache Hadoop,45000," Teknologi Informasi (TI), atau dalam bahasa Inggris dikenal dengan Information Technology (IT) adalah istilah umum untuk segala teknologi yang memungkinkan manusia untuk membuat, memodifikasi, menyimpan, mengomunikasikan, atau menganalisis distribusi informasi. Komputer yang menggabungkan komputasi dan komunikasi berkecepatan tinggi untuk data, suara, dan video. Contoh teknologi informasi tidak hanya komputer pribadi, tetapi juga telepon, TV, peralatan rumah tangga, dan perangkat seluler modern (misalnya telepon seluler). Memproses, menyimpan, dan menyebarkan informasi suara, gambar, teks, dan digital dengan mikroelektronika berdasarkan kombinasi komputer dan telekomunikasi. Istilah dalam pengertian modern pertama kali muncul dalam artikel tahun 1958 yang diterbitkan di Harvard Business Review, di mana penulis Leavitt dan Whisler menyatakan bahwa, ""Sebuah teknologi baru tanpa nama Kami akan menyebutnya Teknologi Informasi (TI)."" Beberapa bidang teknologi informasi  modern yang muncul adalah teknologi web generasi mendatang, bioinformatika, komputasi awan, sistem informasi global,  basis pengetahuan skala besar, dan lain-lain. Buku ini sangat bermanfaat bagi Database Engineer, Administrator, IT Programmer/Analyst yang ingin melakukan transformasi menjadi profesi masa depan Data Engineer/Scientist menuju Al Master atau bagi Perusahaan yang memanfaatkan IT.",https://www.gramedia.com/products/big-data-analytics-ecosystem-solutions-dengan-apache-hadoo,https://cdn.gramedia.com/uploads/items/BIG_DATA_ANALYTICS_ECOSYSTEM__SOLUTIONS_DENGAN_APACHE_HADOO.jpg,"Big Data Analytics Ecosystem & Solutions Dengan Apache Hadoop.  Teknologi Informasi (TI), atau dalam bahasa Inggris dikenal dengan Information Technology (IT) adalah istilah umum untuk segala teknologi yang memungkinkan manusia untuk membuat, memodifikasi, menyimpan, mengomunikasikan, atau menganalisis distribusi informasi. Komputer yang menggabungkan komputasi dan komunikasi berkecepatan tinggi untuk data, suara, dan video. Contoh teknologi informasi tidak hanya komputer pribadi, tetapi juga telepon, TV, peralatan rumah tangga, dan perangkat seluler modern (misalnya telepon seluler). Memproses, menyimpan, dan menyebarkan informasi suara, gambar, teks, dan digital dengan mikroelektronika berdasarkan kombinasi komputer dan telekomunikasi. Istilah dalam pengertian modern pertama kali muncul dalam artikel tahun 1958 yang diterbitkan di Harvard Business Review, di mana penulis Leavitt dan Whisler menyatakan bahwa, ""Sebuah teknologi baru tanpa nama Kami akan menyebutnya Teknologi Informasi (TI)."" Beberapa bidang teknologi informasi  modern yang muncul adalah teknologi web generasi mendatang, bioinformatika, komputasi awan, sistem informasi global,  basis pengetahuan skala besar, dan lain-lain. Buku ini sangat bermanfaat bagi Database Engineer, Administrator, IT Programmer/Analyst yang ingin melakukan transformasi menjadi profesi masa depan Data Engineer/Scientist menuju Al Master atau bagi Perusahaan yang memanfaatkan IT."
Shortcourse Series: Adobe Photoshop Cc,45000,"Berbeda dengan versi sebelumnya, kali ini Asobe menyematkan label CC untuk software terbarunya. CC sendiri merupakan kepanjangan dari Creative Cloud, yaitu salah satu terobosan dari Adobe untuk menghadirkan layanan online cloud bagi para penggunanya. Dengan layanan cloud ini, pengguna dapat dengan mudah melakukan sinkronisasi dengan komputer lain, dimana pun dan kapan pun, menggunakan user ID Adobe yang telah didaftarkan.",https://www.gramedia.com/products/shortcourse-series-adobe-photoshop-cc,https://cdn.gramedia.com/uploads/items/9789792953350_shortcourse_series_adobe_photoshop_cc.jpeg,"Shortcourse Series: Adobe Photoshop Cc. Berbeda dengan versi sebelumnya, kali ini Asobe menyematkan label CC untuk software terbarunya. CC sendiri merupakan kepanjangan dari Creative Cloud, yaitu salah satu terobosan dari Adobe untuk menghadirkan layanan online cloud bagi para penggunanya. Dengan layanan cloud ini, pengguna dapat dengan mudah melakukan sinkronisasi dengan komputer lain, dimana pun dan kapan pun, menggunakan user ID Adobe yang telah didaftarkan."
Lebih Mudah Mengelola Database dengan Macro Excel,78000,Macro Excel merupakan bahasa pemrograman yang dimiliki Microsoft Excel dan dapat digunakan untuk otomatisasi pekerjaan. Mengolah database dan PivotTable dengan menggunakan Macro menjadi lebih cepat dan praktis.,https://www.gramedia.com/products/lebih-mudah-mengelola-database-dengan-macro-excel,https://cdn.gramedia.com/uploads/items/9789792970630_Lebih-Mudah-Mengelola-Database-Dengan-Macro-Exel.jpg,Lebih Mudah Mengelola Database dengan Macro Excel. Macro Excel merupakan bahasa pemrograman yang dimiliki Microsoft Excel dan dapat digunakan untuk otomatisasi pekerjaan. Mengolah database dan PivotTable dengan menggunakan Macro menjadi lebih cepat dan praktis.
Fundamental Of Python For Machine Learning,59000,"Artificial Intelligence (AI) adalah kecerdasan yang ditunjukkan oleh mesin, sebagai lawan dari kecerdasan alami yang ditampilkan oleh hewan dan manusia . Penelitian AI telah didefinisikan sebagai bidang studi agen cerdas, yang mengacu pada sistem apa pun yang memahami lingkungannya dan mengambil tindakan yang memaksimalkan peluangnya untuk mencapai tujuannya.",https://www.gramedia.com/products/fundamental-of-python-for-machine-learning,https://cdn.gramedia.com/uploads/items/img20200805_17272666.jpg,"Fundamental Of Python For Machine Learning. Artificial Intelligence (AI) adalah kecerdasan yang ditunjukkan oleh mesin, sebagai lawan dari kecerdasan alami yang ditampilkan oleh hewan dan manusia . Penelitian AI telah didefinisikan sebagai bidang studi agen cerdas, yang mengacu pada sistem apa pun yang memahami lingkungannya dan mengambil tindakan yang memaksimalkan peluangnya untuk mencapai tujuannya."
